id,sfdc_id,FirstName,LastName,Salutation,OtherStreet,OtherCity,OtherState,OtherPostalCode,OtherCountry,MailingStreet,MailingCity,MailingState,MailingPostalCode,MailingCountry,Phone,Fax,MobilePhone,HomePhone,OtherPhone,Email,LeadSource,Birthdate,Personal_Email__c,Gender,ASU_Gmail__c,Arizona_Resident__c,Visa_Type__c,Undergraduate_GPA__c,Jr_Sr_GPA__c,Military_Status__c,Military_Branch__c,Email_Status__c,Marital_Status__c,Ethnicity,FERPA__c,Undergraduate_Major__c,Graduate_GPA__c,Contact_Preference__c,Student_Number__c,ASURite_ID__c,Deceased__c,ASU_Email__c
50,,Fay,Ondricka,Dr.,"7037 Flossie Villages",Careyshire,"North Dakota",24873-6494,"United States","457 Coby Avenue",Wilmaburgh,Wisconsin,35255-7307,"United States","276-413-1972 x5975","870.601.2012 x8967","304-916-0812 x2549",971-907-9785,406-804-4299,fay@example.org,PeopleSoft,"1990-02-21 20:50:41.000000",fay@example.org,Female,Fay@asu.gmail,,,2.86135157106914,3.94553102482505,,,Temp,Unknown,"Black African-American",,Psychology,,"Home Phone",8511901207,1201373035,,Fay.Ondricka@asuFake.edu
51,,Zander,Deckow,Dr.,"78804 Kitty Dale",Novellamouth,"West Virginia",21432-5464,"United States","84323 Grayce Burg",Wizaside,Missouri,37069,"United States",913-580-6814,"209.984.3999 x8094",302-605-4917,"(415) 516-3043",912-445-5525,zander@example.net,PeopleSoft,"1990-03-02 13:00:51.000000",zander@example.net,Unknown,Zander@asu.gmail,,,1.09198777218872,2.28550234227639,"National Guard",Marines,Role,Unknown,"Pacific Islander",,Economics,,Email,4452966963,1201610715,,Zander.Deckow@asuFake.edu
52,,Shayne,Koch,Dr.,"5742 Kris Spurs","East Mercedes",Delaware,93099-7636,"United States","56741 Kuphal Well","Port Gracie",Hawaii,74439-5602,"United States",209.231.6788,"(850) 737-4474","303.913.2282 x3485",302.334.3232,"283.623.7051 x0110",shayne@example.net,Walk-in,"1990-07-13 11:59:19.000000",shayne@example.net,Male,Shayne@asu.gmail,,,2.19773744864528,1.95075569059463,,,Temp,Single,Hispanic,,"Political Science",,"Mobile Phone",3059206331,1200640283,,Shayne.Koch@asuFake.edu
53,,Marisol,Schamberger,Mr.,"65369 Aurelia Walks","South Dante",Hawaii,88435,"United States","98320 Homenick Glen","East Alekland",Indiana,26750,"United States","(786) 626-7332 x6328","850-865-6992 x0031",409.602.7290,646-610-7877,260.601.7800,marisol@example.org,Walk-in,"1993-08-22 14:51:01.000000",marisol@example.org,Male,Marisol@asu.gmail,,,1.12576585278573,3.67036897374975,,,Valid,Unknown,White,,Economics,,"Local Phone",9853240906,1202607846,,Marisol.Schamberger@asuFake.edu
54,,Dorcas,Hyatt,Ms.,"5443 Earl Turnpike",Archmouth,Wyoming,94343-7724,"United States","44467 Manley Radial",Strackeville,Florida,37752-6962,"United States",408-616-9558,"616.224.2170 x3736","(662) 626-9132 x1354","(863) 251-0199","206-830-4464 x6769",dorcas@example.com,PeopleSoft,"1990-06-17 22:45:39.000000",dorcas@example.com,Female,Dorcas@asu.gmail,,,1.79446109988056,2.93246865847396,,,Role,Single,"Black African-American",,Biology,3.6380882921973,Email,5206051328,1202217559,,Dorcas.Hyatt@asuFake.edu
55,,Robbie,Wehner,Dr.,"719 Dayna Bridge",Weissnatmouth,Oklahoma,96281,"United States","75594 Wehner Cove","Lake Merlinfurt",Utah,68079-0801,"United States","631-610-8967 x7257",252-212-8954,"(708) 785-3249 x5176","843-667-6313 x9045","830.307.1264 x6152",robbie@example.org,"ASU UG","1990-09-15 22:57:42.000000",robbie@example.org,Male,Robbie@asu.gmail,,,3.77269487114951,2.72178420429744,,,Temp,Married,Hispanic,,Business,3.5435121010618,"Home Phone",1841888505,1209260673,,Robbie.Wehner@asuFake.edu
56,,Kenton,Turcotte,Mrs.,"9914 MacGyver Stream",Walkershire,Maine,94338-7987,"United States","8577 Maggio Port","New Colt",Georgia,46557-7739,"United States","615-479-7439 x8725","(410) 516-7248 x2293","786-507-4089 x1992","904-435-0522 x0521","(719) 956-8282 x0509",kenton@example.org,"College Fair - Int","1994-05-14 03:51:49.000000",kenton@example.org,Female,Kenton@asu.gmail,,,1.16593621001901,1.81418815559899,,,Temp,Married,"Am. Indian Alaska Native",,"Mechanical Engineering",,"Home Phone",4900836831,1205016002,,Kenton.Turcotte@asuFake.edu
57,,Ike,Bergstrom,Ms.,"333 Pollich Squares",Howellbury,Alabama,38262-3182,"United States","78526 Macejkovic Road","East Troyhaven","New York",35448,"United States","(540) 718-8495","(912) 770-0934","317-772-8954 x8216","(574) 646-3027 x6778","(347) 773-5484",ike@example.com,"Web Form","1990-06-06 01:41:28.000000",ike@example.com,Female,Ike@asu.gmail,,,1.60990413076747,3.20910663543588,,,Role,Single,"Black African-American",,"Political Science",3.03811616932499,"Local Phone",5445863056,1204776357,,Ike.Bergstrom@asuFake.edu
58,,Coty,Rohan,Prof,"8429 Kovacek Village",Lesterview,Nebraska,22142-5848,"United States","888 Yvette Viaduct",Rueckerburgh,Nebraska,57321-5622,"United States",718-570-4183,"(908) 423-5282 x9050","203.270.1428 x4326","(831) 303-8309 x1938","(732) 975-5421",coty@example.net,"College Fair - Int","1994-11-19 23:07:23.000000",coty@example.net,Female,Coty@asu.gmail,,,3.78654801759744,2.75525079499639,,,Valid,Divorced,Asian,,"Political Science",,Email,2061003290,1205443138,,Coty.Rohan@asuFake.edu
59,,Bella,Cassin,Mrs.,"523 Hegmann Canyon","North Ruthie",Minnesota,74586,"United States","522 Haylie Isle","Port Sandrafurt","North Dakota",60639,"United States","912-413-6076 x5842","872-347-0926 x9146","316-254-9380 x0250","571-636-1539 x5232","203-702-9670 x0989",bella@example.org,"Partial App","1989-06-19 07:12:30.000000",bella@example.org,Female,Bella@asu.gmail,,,1.18783110305366,1.13260157377869,,,Temp,Married,"Pacific Islander",,Biology,,Email,7767344048,1204258367,,Bella.Cassin@asuFake.edu
60,,Madilyn,Kuhn,Ms.,"5621 Sydni Garden",Mayerport,Missouri,22144-7831,"United States","5881 Rollin Viaduct","South Helenamouth",Wisconsin,34259,"United States","810-314-2768 x1524","(252) 435-7974","(928) 557-8024","908.210.0077 x7109","989-283-7381 x3872",madilyn@example.com,"ASU UG","1993-01-03 18:21:48.000000",madilyn@example.com,Female,Madilyn@asu.gmail,,,3.80757669715884,3.64736176603032,,,Valid,Single,"Am. Indian Alaska Native",,"Mechanical Engineering",3.97172908789219,Email,2531406830,1200789918,,Madilyn.Kuhn@asuFake.edu
61,,Isaias,Torphy,Mr.,"18422 Wilkinson Way",Heidifurt,"Rhode Island",49155,"United States","378 Hansen Meadows",Bernadineborough,Arizona,26184-3413,"United States","810-858-6337 x6032","219-860-6417 x9156","267-760-9222 x0695",217-731-0911,972-805-6329,isaias@example.org,Email,"1993-02-18 14:09:31.000000",isaias@example.org,Male,Isaias@asu.gmail,,,3.48917783788601,1.89249201862654,,,Temp,Divorced,"Pacific Islander",,Economics,,Email,2370107679,1206438250,,Isaias.Torphy@asuFake.edu
62,,Ursula,Tromp,Dr.,"1915 Ewald Mount",Beattyland,Utah,62640-9905,"United States","231 Koepp Tunnel",Cloydfort,Nebraska,61160-9478,"United States",928-757-9142,"(720) 937-5022 x1331",975-650-7688,"660.557.7908 x2733","219-661-9508 x9083",ursula@example.net,"Employee Referral","1995-10-21 22:54:26.000000",ursula@example.net,Female,Ursula@asu.gmail,,,1.4290690174201,3.26308673647885,,,Valid,Divorced,Hispanic,,Mathematics,,"Mobile Phone",4272151681,1209790490,,Ursula.Tromp@asuFake.edu
63,,Yasmeen,Dietrich,Ms.,"68906 Libby Ramp",Cummeratastad,Louisiana,91149,"United States","6449 Fletcher Court","New Wendell","North Carolina",34488-0210,"United States","732-610-0356 x6960",203.413.4478,"(952) 412-3581 x4840","872-954-1062 x9058",847-256-6722,yasmeen@example.net,PeopleSoft,"1995-08-27 07:39:33.000000",yasmeen@example.net,Female,Yasmeen@asu.gmail,,,1.16690776643891,1.13411712143918,,,Valid,Single,Hispanic,,Mathematics,,"Local Phone",6544082737,1204846737,,Yasmeen.Dietrich@asuFake.edu
64,,Abagail,Leffler,Dr.,"1849 Lemke Ridge",Altheahaven,Pennsylvania,38456,"United States","99871 Effertz Alley","East Summerville",Pennsylvania,56005,"United States","(843) 816-3818","815.630.8201 x6907","812.445.0286 x0810","404-478-8729 x9609","509.505.0303 x6923",abagail@example.com,"Web Form","1991-06-11 02:46:40.000000",abagail@example.com,Female,Abagail@asu.gmail,,,1.26681198743001,2.60156412742562,"Armed Forces Reserve","Air Force",Temp,Married,White,,Business,,"Local Phone",6512040984,1203846543,,Abagail.Leffler@asuFake.edu
65,,Marques,Greenfelder,Mrs.,"7000 Hackett Stravenue",Brionnashire,Wyoming,78361-8460,"United States","576 Troy Squares",Powlowskifurt,"New York",91123-3052,"United States","412-651-2929 x2892","(859) 619-0949 x1851","(763) 936-0670","(386) 859-0721",417-308-8166,marques@example.org,"ASU UG","1993-06-09 23:32:49.000000",marques@example.org,Female,Marques@asu.gmail,,,1.99132499989981,3.88113050026523,,,Valid,Married,Hispanic,,Business,3.35534620358422,"Local Phone",2928004285,1205227812,,Marques.Greenfelder@asuFake.edu
66,,Tia,Jacobi,Ms.,"6050 Declan Bridge","South Jenaborough",Colorado,76870-4328,"United States","34878 Ahmad Plains",Clintonmouth,Louisiana,90284,"United States","(564) 616-8616 x0300","(772) 614-8971","336-816-2127 x8899","716-940-6393 x0694","229-210-8810 x7236",tia@example.net,Walk-in,"1992-06-18 01:17:12.000000",tia@example.net,Female,Tia@asu.gmail,,,2.13089908947157,2.92892853245452,,,Temp,Single,"Pacific Islander",,"Computer Science",,"Home Phone",5815222040,1207514586,,Tia.Jacobi@asuFake.edu
67,,Sammy,Douglas,Mrs.,"8245 Ruby Curve","East Kellen",Indiana,44002-9318,"United States","67516 Laverne Land","New Rhettport",Alabama,77826-2397,"United States","(435) 872-6719 x3290","(254) 631-9863 x6253","412.978.6125 x6221","(720) 646-2766 x2151","(630) 678-9228",sammy@example.com,Event,"1991-10-29 16:09:43.000000",sammy@example.com,Female,Sammy@asu.gmail,,,3.65609796705339,2.66555668635971,,,Valid,Married,"Am. Indian Alaska Native",,"Mechanical Engineering",,Email,7098938100,1208969054,,Sammy.Douglas@asuFake.edu
68,,Electa,Purdy,Mr.,"8349 Frances Port",Dorthychester,Maine,72875,"United States","163 McClure Ramp","Port Lia",Arkansas,27521-5798,"United States",906.505.8540,281-507-9966,"612-407-7778 x0553","(434) 414-7435","541-480-0583 x8073",electa@example.net,"ASU UG","1989-10-25 11:50:13.000000",electa@example.net,Male,Electa@asu.gmail,,,1.51423770270515,1.32239256687815,,,Temp,Unknown,"Am. Indian Alaska Native",,"Mechanical Engineering",3.64287999139984,"Home Phone",9200900111,1203203939,,Electa.Purdy@asuFake.edu
69,,Abdiel,Greenfelder,Prof,"334 Paucek Heights","West Henderson",Utah,17183,"United States","670 Greenfelder Forges",Koeppport,Massachusetts,61973-2279,"United States","(507) 201-1840 x8223","239-434-2889 x9628",857-913-5245,"(947) 865-5823","(812) 608-2625",abdiel@example.net,"College Fair - Int","1990-03-31 22:28:44.000000",abdiel@example.net,Female,Abdiel@asu.gmail,,,3.02190615058383,2.15691604651107,,,Temp,Divorced,"Pacific Islander",,Psychology,,"Mobile Phone",0165553678,1202514133,,Abdiel.Greenfelder@asuFake.edu
70,,Lukas,Schumm,Dr.,"88161 Reichert Estates",Ninamouth,"New Mexico",67922-8917,"United States","52355 Larson Forks","West Madelynland",Nevada,34529-8227,"United States",317-435-4407,"781-682-8082 x2508","585-512-8366 x4217","(707) 678-9671 x0634",304-559-0474,lukas@example.org,"Purchased List","1994-03-06 19:43:28.000000",lukas@example.org,Male,Lukas@asu.gmail,,,2.9033366718457,1.91424185037084,,,Valid,Unknown,White,,"Political Science",,"Local Phone",3782495680,1206124497,,Lukas.Schumm@asuFake.edu
71,,Scot,Kilback,Ms.,"986 Treutel Heights","East Imani",Delaware,14583,"United States","153 Wunsch Skyway","South Vincenza","West Virginia",81746-1779,"United States",309-313-8229,"(337) 435-9108","(954) 804-0129",248-409-6307,"307.337.6612 x3377",scot@example.com,PeopleSoft,"1994-11-30 11:33:09.000000",scot@example.com,Female,Scot@asu.gmail,,,1.49838442832721,2.78896159346536,,,Temp,Single,Hispanic,,Economics,,"Mobile Phone",1397829084,1205675263,,Scot.Kilback@asuFake.edu
72,,Christy,Rogahn,Ms.,"5399 Okuneva Centers",Rosettamouth,Hawaii,92598,"United States","19784 Schiller Walk","West Jarrodside",Connecticut,22711,"United States",209-520-2255,"208.562.5280 x7335","(956) 540-2938","850-803-2907 x3740","(904) 843-0841 x7161",christy@example.com,"Web Form","1989-12-12 20:52:35.000000",christy@example.com,Female,Christy@asu.gmail,,,1.05791470684712,3.3408425857188,,,Valid,Single,Asian,,"Computer Science",,"Mobile Phone",8966159224,1203221602,,Christy.Rogahn@asuFake.edu
73,,Ramona,Lang,Mrs.,"22625 Nienow Glen","Lake Einoshire","New Mexico",63767-3203,"United States","91727 Karlee Lodge",Gretachester,Vermont,44401-8743,"United States","435-612-8423 x7532",225-302-8451,772-919-0065,"(667) 970-5332 x0625","646-330-4164 x3060",ramona@example.net,"Partial App","1992-12-06 14:24:33.000000",ramona@example.net,Female,Ramona@asu.gmail,,,2.26738236587114,1.28718181999961,,,Role,Married,"Am. Indian Alaska Native",,"Political Science",,"Local Phone",1286794901,1207068076,,Ramona.Lang@asuFake.edu
74,,Benton,Ratke,Prof,"796 Vaughn Mountain","East Ryann",Montana,80524,"United States","96523 Annabelle Plaza","Lake Nathen",Florida,75533,"United States","606-857-6546 x8473","227-857-4821 x5414","812-551-2757 x2766",559-530-7332,260-718-2815,benton@example.com,"ASU UG","1991-06-11 03:43:03.000000",benton@example.com,Female,Benton@asu.gmail,,,1.25973603269555,3.47785109231445,,,Role,Divorced,"Black African-American",,"Mechanical Engineering",3.82785675517578,"Home Phone",3532200062,1205053364,,Benton.Ratke@asuFake.edu
75,,Mercedes,White,Dr.,"7546 Rau Estates","South Makayla",Arkansas,62682,"United States","1608 Bradford Radial","New Lilianhaven",Massachusetts,86273,"United States","307-480-4667 x0218",507-706-3709,"(315) 920-1631",754-321-1430,952.805.6468,mercedes@example.org,"ASU UG","1990-11-02 17:27:42.000000",mercedes@example.org,Female,Mercedes@asu.gmail,,,2.82724262414844,2.18052444590524,,,Role,Divorced,White,,Mathematics,,Email,7711152529,1207764627,,Mercedes.White@asuFake.edu
76,,Gladys,Durgan,Mr.,"23999 Isabella Point",Angelitashire,Pennsylvania,55947,"United States","2300 Neoma Road",Holliefort,Mississippi,71111-5499,"United States","803-608-3234 x8856","(980) 843-0036","(479) 309-5246","704-917-3057 x3294","(567) 813-1399",gladys@example.net,Event,"1994-02-24 16:59:28.000000",gladys@example.net,Male,Gladys@asu.gmail,,,3.49777066821701,3.15039712264212,,,Temp,Single,"Pacific Islander",,Psychology,3.00297030290336,"Local Phone",5520534387,1203417616,,Gladys.Durgan@asuFake.edu
77,,Judy,Wisoky,Ms.,"80628 Daniel Oval","West Alfordport",Oklahoma,40006,"United States","2688 Allan Street","West Elizabethfort",Virginia,80069,"United States","302-445-0256 x1913","(615) 231-9490 x5445","402-307-9776 x9637","703-941-0215 x0049",304-509-3751,judy@example.com,Walk-in,"1993-03-22 08:04:56.000000",judy@example.com,Female,Judy@asu.gmail,,,3.59749537418577,2.3377156498897,,,Temp,Single,"Pacific Islander",,Business,,"Home Phone",0481045770,1200332619,,Judy.Wisoky@asuFake.edu
78,,Elinore,Hilpert,Prof,"149 Henri Circles",Morarmouth,Oklahoma,76687,"United States","8932 Leffler Mission","East Lorena","South Dakota",24495-2209,"United States","234-719-2324 x5624",772-609-0496,323.571.0377,810-606-0674,"(424) 260-2174",elinore@example.org,"College Fair - Int","1993-07-20 21:57:24.000000",elinore@example.org,Female,Elinore@asu.gmail,,,2.84508501056206,3.63882090047979,,,Valid,Divorced,Asian,,Biology,3.0363179625785,Email,7803022461,1201939113,,Elinore.Hilpert@asuFake.edu
79,,Pierce,Mertz,Prof,"12334 Ortiz Flat",Milesbury,Vermont,35856-7830,"United States","47234 Pagac Port",Elysebury,"South Carolina",46321,"United States","(541) 714-7232 x2541","641.810.0118 x8658","330.321.8148 x8193",509-515-2572,"205.702.0933 x4450",pierce@example.org,Event,"1990-05-13 00:00:44.000000",pierce@example.org,Female,Pierce@asu.gmail,,,2.58995654148066,2.91915991405917,,,Temp,Married,Asian,,Mathematics,,"Local Phone",4860672132,1204298729,,Pierce.Mertz@asuFake.edu
80,,Leanne,Lebsack,Mrs.,"492 Blanda Via",Antoninaland,Iowa,70969-5052,"United States","4774 Mellie Spurs",Sashaview,Alaska,98750-2189,"United States","(901) 817-0147 x4096","952.949.2340 x2623","706-319-4707 x6450","(915) 559-4515 x0015",212-959-6509,leanne@example.org,Walk-in,"1990-01-26 16:48:40.000000",leanne@example.org,Female,Leanne@asu.gmail,,,1.50729319566706,3.1348167232842,,,Role,Married,"Black African-American",,Mathematics,3.62504803212474,"Mobile Phone",6441461875,1209437890,,Leanne.Lebsack@asuFake.edu
81,,Easter,Wiegand,Prof,"80128 Monahan Unions","West Isidro",Minnesota,88303-5579,"United States","445 Stamm Hills",Bergnaummouth,"South Dakota",87246,"United States","775.402.3729 x0352",848.913.9074,"719-224-6358 x7775","(985) 775-9584","870-651-6843 x9735",easter@example.org,"College Fair - Int","1992-12-21 16:23:48.000000",easter@example.org,Male,Easter@asu.gmail,,,1.05222606154154,2.61471591282746,,,Valid,Single,"Am. Indian Alaska Native",,"Political Science",3.45504464257657,"Local Phone",1177012633,1209878915,,Easter.Wiegand@asuFake.edu
82,,Chase,Jerde,Mrs.,"415 Beer Crescent",Evemouth,Oklahoma,69456-4022,"United States","544 Hagenes Trail",Odessatown,Georgia,98735-7456,"United States","(267) 602-2168 x0543",215-971-8983,606-443-5679,"254.561.7391 x9321","785-828-6062 x3240",chase@example.net,"ASU UG","1991-02-10 05:39:07.000000",chase@example.net,Female,Chase@asu.gmail,,,2.89771573236617,1.14501518948745,,,Valid,Married,"Am. Indian Alaska Native",,Biology,3.87257589635386,Email,5964932364,1206717012,,Chase.Jerde@asuFake.edu
83,,Marietta,Kautzer,Mrs.,"1412 Lilly Landing","North Elmer",Connecticut,24129,"United States","6907 Pasquale Wall",Torpmouth,Pennsylvania,84279-2827,"United States",949.860.7131,574.470.3132,"212.405.0050 x4932","234-225-4377 x5313","530-303-4345 x8316",marietta@example.com,"Partial App","1995-08-22 23:22:52.000000",marietta@example.com,Female,Marietta@asu.gmail,,,3.63911995169761,2.12522955340856,,,Temp,Married,"Am. Indian Alaska Native",,Mathematics,3.45109821334762,"Home Phone",7354343488,1209545667,,Marietta.Kautzer@asuFake.edu
84,,Jace,Feeney,Prof,"1874 Shanahan Lane","Lake Tyree",Idaho,51729-2723,"United States","6366 Hane Fields","East Zane",Nebraska,63356-1271,"United States","386-254-7118 x1261","606-606-1249 x8752","702-734-2838 x2393","916-936-4425 x6879",281-828-8455,jace@example.org,Advertisement,"1991-07-05 01:53:59.000000",jace@example.org,Female,Jace@asu.gmail,,,2.84599770721332,2.5744084412541,,,Valid,Single,Hispanic,,"Computer Science",3.92807262044421,"Local Phone",1882458543,1205438930,,Jace.Feeney@asuFake.edu
85,,Adella,Corwin,Prof,"20127 Kovacek Plains",Donnellyland,Alabama,76693-6120,"United States","1873 Streich Forks",Angusberg,Georgia,65264-1420,"United States","(518) 682-9747","(662) 276-4393",603.775.6491,"816-520-4810 x2157","716-210-5671 x9046",adella@example.net,"College Fair - US","1990-02-07 10:14:19.000000",adella@example.net,Male,Adella@asu.gmail,,,3.55661280365941,2.88008243457267,,,Role,Divorced,"Black African-American",,"Mechanical Engineering",3.0229374602423,"Local Phone",0248553600,1204475849,,Adella.Corwin@asuFake.edu
86,,Don,Prosacco,Mr.,"7744 Grant Crossroad",Noelfort,Wisconsin,21306,"United States","85909 Assunta Streets",Kyleburgh,Massachusetts,85919-0150,"United States",520.707.2408,618.959.5650,"813.409.2463 x4272",936.947.5230,"205.270.4163 x1238",don@example.org,"Phone Call","1989-08-19 08:23:08.000000",don@example.org,Male,Don@asu.gmail,,,2.51385093421364,3.8463015164799,"National Guard",Army,Valid,Married,Asian,,"Political Science",3.20946248213084,"Mobile Phone",8019013918,1209745805,,Don.Prosacco@asuFake.edu
87,,Darby,Veum,Ms.,"5609 Ferry Lodge","Lake Zulashire","Rhode Island",45646,"United States","71327 Bahringer Brook",Gottliebbury,Ohio,13067,"United States","978-814-9313 x8538","318.949.5787 x8819","850-612-8643 x8691","857-253-6224 x0393","(860) 256-3121 x0371",darby@example.net,Event,"1993-01-18 21:26:36.000000",darby@example.net,Female,Darby@asu.gmail,,,1.59164863495384,1.53010365099745,,,Valid,Single,"Pacific Islander",,"Computer Science",,"Mobile Phone",5427546597,1203245432,,Darby.Veum@asuFake.edu
